vendor_id,po_id,item_name,quantity,contract_price,actual_amount,expected_amount,variance,variance_percentage,price_status,gold_load_timestamp
V0341,PO061256,Electrical Bearing Heavy Duty,418.0,0.0,21728.61,0.0,21728.61,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0353,PO061337,Safety Conveyor Belt,339.0,0.0,170637.78,0.0,170637.78,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0046,PO061347,Electrical Gearbox Premium,177.0,0.0,135791.4,0.0,135791.4,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0230,PO061351,Fluid Conveyor Belt,390.0,0.0,225354.16,0.0,225354.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0324,PO061361,Instrumentation Pneumatic Cylinder Premium,466.0,0.0,364032.79,0.0,364032.79,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0139,PO061403,Electrical Gearbox Premium,450.0,0.0,212200.37,0.0,212200.37,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0481,PO061405,Fluid Lubricant Standard,93.0,0.0,9224.03,0.0,9224.03,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0041,PO061469,Fluid Pneumatic Cylinder,213.0,0.0,122720.54,0.0,122720.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO061490,Mechanical Flow Meter,173.0,0.0,90887.86,0.0,90887.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0496,PO061564,Instrumentation Electric Motor Premium,22.0,0.0,59732.71,0.0,59732.71,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0281,PO061605,Instrumentation Circuit Breaker Standard,196.0,0.0,135257.95,0.0,135257.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0178,PO061671,Electrical Circuit Breaker,360.0,0.0,107455.26,0.0,107455.26,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0046,PO061675,Structural Lubricant,240.0,0.0,185851.28,0.0,185851.28,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0449,PO061676,Structural Transformer Oil,104.0,0.0,35152.75,0.0,35152.75,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0193,PO061692,Electrical Safety Helmet Kit,348.0,0.0,129972.31,0.0,129972.31,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0241,PO061725,Instrumentation Flow Meter Heavy Duty,389.0,0.0,214549.12,0.0,214549.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO061772,Fluid Pneumatic Cylinder,264.0,0.0,96797.81,0.0,96797.81,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0158,PO061864,Electrical Transformer Oil Standard,251.2023478892497,0.0,23132.42,0.0,23132.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0031,PO061886,Instrumentation Hydraulic Pump Premium,370.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0435,PO061938,Mechanical Welding Rod Heavy Duty,405.0,0.0,257162.31,0.0,257162.31,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0350,PO062018,Safety Pressure Gauge Premium,416.0,0.0,167339.18,0.0,167339.18,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0010,PO062052,Safety Transformer Oil Premium,336.0,0.0,94568.47,0.0,94568.47,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0407,PO062227,Electrical Pneumatic Cylinder Kit,304.0,0.0,46973.73,0.0,46973.73,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO062268,Mechanical Conveyor Belt,192.0,0.0,706972.93,0.0,706972.93,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0431,PO062271,Structural Copper Wire Standard,221.0,0.0,13823.82,0.0,13823.82,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0135,PO062289,Electrical Gearbox Kit,426.0,0.0,60726.14,0.0,60726.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0232,PO062311,Safety Control Panel,410.0,0.0,112915.78,0.0,112915.78,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0060,PO062326,Fluid Flow Meter Kit,78.0,0.0,57438.48,0.0,57438.48,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0234,PO062349,Electrical Bearing Heavy Duty,271.0,0.0,178394.54,0.0,178394.54,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0096,PO062403,Electrical Circuit Breaker,355.0,0.0,256880.76,0.0,256880.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0265,PO062444,Electrical Pneumatic Cylinder Kit,258.0,0.0,113017.76,0.0,113017.76,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0387,PO062556,Fluid Control Panel Premium,141.0,0.0,45203.14,0.0,45203.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0419,PO062624,Safety Pneumatic Cylinder,443.0,0.0,212946.87,0.0,212946.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0223,PO062662,Electrical Gearbox Premium,220.0,0.0,149851.45,0.0,149851.45,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0027,PO062680,Electrical Lubricant Heavy Duty,281.0,0.0,82180.84,0.0,82180.84,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0474,PO062690,Instrumentation Valves Heavy Duty,472.0,0.0,390295.38,0.0,390295.38,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO062718,Electrical Pvc Pipe Kit,365.0,0.0,84765.2,0.0,84765.2,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0056,PO062762,Safety Control Panel,192.0,0.0,89380.94,0.0,89380.94,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0358,PO062854,Safety Pneumatic Cylinder,403.0,0.0,132396.23,0.0,132396.23,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0230,PO062920,Instrumentation Flow Meter Premium,253.0,0.0,88158.13,0.0,88158.13,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0370,PO062994,Fluid Conveyor Belt,343.0,0.0,157154.64,0.0,157154.64,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0368,PO063001,Structural Transformer Oil,375.0,0.0,249869.33,0.0,249869.33,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0049,PO063114,Electrical Safety Helmet Kit,337.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0334,PO063164,Instrumentation Steel Rod,74.0,0.0,47763.25,0.0,47763.25,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0213,PO063172,Instrumentation Transformer Oil Kit,437.0,0.0,219892.02,0.0,219892.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0464,PO063181,Fluid Pneumatic Cylinder,111.0,0.0,85303.21,0.0,85303.21,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0194,PO063187,Fluid Control Panel Premium,297.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0325,PO063210,Mechanical Flow Meter Premium,5.0,0.0,3231.47,0.0,3231.47,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0223,PO063228,Structural Transformer Oil Kit,386.0,0.0,111724.62,0.0,111724.62,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0239,PO063322,Electrical Transformer Oil Standard,36.0,0.0,25732.61,0.0,25732.61,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0309,PO063335,Electrical Conveyor Belt Heavy Duty,300.0,0.0,101330.46,0.0,101330.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0006,PO063403,Electrical Conveyor Belt Standard,392.0,0.0,61712.12,0.0,61712.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0210,PO063417,Electrical Pvc Pipe Kit,178.0,0.0,84776.45,0.0,84776.45,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0092,PO063472,Safety Control Panel Kit,301.0,0.0,163735.97,0.0,163735.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO063498,Instrumentation Transformer Oil Kit,136.0,0.0,68357.81,0.0,68357.81,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0209,PO063506,Mechanical Flow Meter Premium,92.0,0.0,47035.07,0.0,47035.07,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0070,PO063543,Structural Pneumatic Cylinder Premium,251.2023478892497,0.0,1750298.14,0.0,1750298.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0349,PO063550,Electrical Pvc Pipe Premium,13.0,0.0,4131.46,0.0,4131.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0414,PO063576,Mechanical Electric Motor Premium,263.0,0.0,291375.24,0.0,291375.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0081,PO063599,Instrumentation Flow Meter Kit,183.0,0.0,122299.32,0.0,122299.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0135,PO063606,Instrumentation Flow Meter Premium,363.0,1565.75,566758.52,568367.25,-1608.7299999999814,-0.28,Undercharged,2026-07-12T08:48:38.325Z
V0318,PO063614,Structural Lubricant,397.0,0.0,359089.74,0.0,359089.74,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0280,PO063621,Safety Transformer Oil Standard,491.0,0.0,387893.86,0.0,387893.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0306,PO063732,Electrical Pvc Pipe Premium,259.0,0.0,191047.11,0.0,191047.11,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0365,PO063738,Structural Pvc Pipe Heavy Duty,9.0,0.0,2541.33,0.0,2541.33,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0368,PO063754,Safety Transformer Oil Heavy Duty,74.0,0.0,48832.12,0.0,48832.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0090,PO063759,Electrical Transformer Oil Standard,91.0,0.0,17218.35,0.0,17218.35,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0293,PO063828,Structural Copper Wire Standard,56.0,0.0,168434.28,0.0,168434.28,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0161,PO063836,Electrical Conveyor Belt,38.0,0.0,65585.04,0.0,65585.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0492,PO063867,Instrumentation Transformer Oil Kit,481.0,0.0,272271.86,0.0,272271.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0320,PO063868,Fluid Safety Helmet Premium,277.0,0.0,213032.92,0.0,213032.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0174,PO063911,Structural Valves Standard,246.0,0.0,152750.04,0.0,152750.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0280,PO063933,Fluid Safety Helmet Standard,254.0,0.0,111461.15,0.0,111461.15,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0497,PO063993,Mechanical Flow Meter,6.0,0.0,3638.88,0.0,3638.88,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0486,PO063995,Mechanical Safety Helmet Standard,68.0,0.0,11135.08,0.0,11135.08,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0028,PO064011,Electrical Conveyor Belt Standard,275.0,0.0,118709.62,0.0,118709.62,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0481,PO064048,Safety Pressure Gauge Premium,25.0,0.0,16969.21,0.0,16969.21,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0271,PO064081,Instrumentation Flow Meter Heavy Duty,8.0,0.0,1559.59,0.0,1559.59,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0161,PO064088,Safety Flow Meter Kit,163.0,0.0,81157.69,0.0,81157.69,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0244,PO064096,Electrical Gearbox Premium,252.0,0.0,99741.81,0.0,99741.81,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0458,PO064102,Electrical Circuit Breaker,141.0,0.0,21645.89,0.0,21645.89,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0468,PO064121,Instrumentation Copper Wire,274.0,0.0,133963.46,0.0,133963.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0066,PO064125,Safety Hydraulic Pump Standard,206.0,0.0,63879.3,0.0,63879.3,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0045,PO064183,Instrumentation Fasteners,273.0,0.0,45008.81,0.0,45008.81,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0209,PO064267,Fluid Safety Helmet Premium,265.0,0.0,39114.46,0.0,39114.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0471,PO064312,Mechanical Electric Motor Standard,27.0,0.0,58877.2,0.0,58877.2,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0496,PO064380,Electrical Steel Rod Kit,50.0,0.0,12842.87,0.0,12842.87,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0103,PO064439,Safety Conveyor Belt,456.0,0.0,41055.24,0.0,41055.24,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0168,PO064472,Electrical Steel Rod Kit,77.0,0.0,11792.81,0.0,11792.81,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0236,PO064483,Structural Pneumatic Cylinder Premium,404.0,0.0,282892.08,0.0,282892.08,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0393,PO064503,Safety Pneumatic Cylinder Kit,495.0,0.0,110537.26,0.0,110537.26,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0316,PO064510,Mechanical Pvc Pipe Premium,146.0,0.0,18284.63,0.0,18284.63,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0075,PO064580,Instrumentation Copper Wire Heavy Duty,305.0,0.0,60770.95,0.0,60770.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0108,PO064692,Electrical Circuit Breaker,461.0,0.0,156622.06,0.0,156622.06,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0409,PO064697,Safety Control Panel Kit,446.0,0.0,101778.64,0.0,101778.64,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0056,PO064703,Structural Bearing Kit,251.2023478892497,0.0,54943.39,0.0,54943.39,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0166,PO064714,Safety Flow Meter Kit,107.0,0.0,89085.42,0.0,89085.42,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0001,PO064733,Mechanical Flow Meter Premium,432.0,0.0,64370.39,0.0,64370.39,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0373,PO064738,Structural Copper Wire Standard,82.0,0.0,17307.16,0.0,17307.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0197,PO064758,Safety Control Panel Heavy Duty,206.0,0.0,51543.34,0.0,51543.34,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0103,PO064773,Instrumentation Bearing,129.0,0.0,84975.01,0.0,84975.01,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0153,PO064802,Electrical Conveyor Belt,421.0,0.0,56667.89,0.0,56667.89,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0294,PO064815,Instrumentation Pneumatic Cylinder Premium,426.0,0.0,211326.35,0.0,211326.35,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0127,PO064817,Safety Transformer Oil Heavy Duty,234.0,0.0,44425.09,0.0,44425.09,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0100,PO064882,Fluid Bearing Premium,159.0,0.0,122444.69,0.0,122444.69,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0083,PO064894,Structural Hydraulic Pump Premium,150.0,0.0,65699.74,0.0,65699.74,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0097,PO065007,Safety Transformer Oil Kit,461.0,0.0,164070.67,0.0,164070.67,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0367,PO065032,Electrical Lubricant Heavy Duty,2.0,0.0,267.98,0.0,267.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0247,PO065092,Instrumentation Flow Meter Heavy Duty,160.0,0.0,115607.67,0.0,115607.67,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0336,PO065234,Safety Conveyor Belt,360.0,0.0,224111.66,0.0,224111.66,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0467,PO065250,Instrumentation Transformer Oil Kit,162.0,0.0,52940.25,0.0,52940.25,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0050,PO065253,Fluid Safety Helmet Standard,432.0,0.0,168841.98,0.0,168841.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0262,PO065304,Safety Control Panel Kit,178.0,0.0,78531.55,0.0,78531.55,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0049,PO065312,Instrumentation Bearing,402.0,0.0,66524.83,0.0,66524.83,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0399,PO065346,Structural Pressure Gauge Standard,184.0,0.0,148423.01,0.0,148423.01,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0130,PO065364,Instrumentation Valves Heavy Duty,130.0,0.0,9837.23,0.0,9837.23,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0124,PO065432,Instrumentation Steel Rod,37.0,0.0,3468.51,0.0,3468.51,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0220,PO065442,Mechanical Copper Wire Heavy Duty,48.0,0.0,174348.92,0.0,174348.92,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0031,PO065461,Safety Transformer Oil Heavy Duty,323.0,0.0,194000.47,0.0,194000.47,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0244,PO065473,Instrumentation Copper Wire Heavy Duty,437.0,0.0,338697.73,0.0,338697.73,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO065482,Mechanical Electric Motor Premium,218.0,0.0,126667.6,0.0,126667.6,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0466,PO065512,Safety Gearbox Premium,401.0,0.0,95259.38,0.0,95259.38,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0476,PO065525,Instrumentation Copper Wire Heavy Duty,136.0,0.0,108101.16,0.0,108101.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0407,PO065541,Instrumentation Hydraulic Pump Premium,172.0,0.0,85748.65,0.0,85748.65,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0277,PO065547,Instrumentation Copper Wire Heavy Duty,118.0,0.0,42927.12,0.0,42927.12,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0011,PO065551,Safety Control Panel Heavy Duty,254.0,0.0,107838.14,0.0,107838.14,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0397,PO065561,Instrumentation Copper Wire Heavy Duty,239.0,0.0,53260.27,0.0,53260.27,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0497,PO065570,Safety Conveyor Belt,128.0,0.0,36369.18,0.0,36369.18,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0015,PO065593,Electrical Bearing Heavy Duty,376.0,0.0,230104.08,0.0,230104.08,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0289,PO065668,Structural Copper Wire Premium,87.0,0.0,21705.63,0.0,21705.63,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0250,PO065692,Instrumentation Flow Meter Kit,91.0,0.0,53121.64,0.0,53121.64,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0223,PO065697,Structural Valves Standard,105.0,0.0,29391.91,0.0,29391.91,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0353,PO065739,Fluid Safety Helmet Standard,234.0,0.0,20340.07,0.0,20340.07,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0390,PO065768,Electrical Gearbox Kit,329.0,0.0,250724.09,0.0,250724.09,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0453,PO065782,Fluid Pneumatic Cylinder,210.0,0.0,16569.98,0.0,16569.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0180,PO065861,Instrumentation Valves Heavy Duty,278.0,0.0,206311.53,0.0,206311.53,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0198,PO065899,Safety Transformer Oil Heavy Duty,359.0,0.0,204303.13,0.0,204303.13,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0135,PO065913,Safety Pressure Gauge Kit,126.0,0.0,16689.41,0.0,16689.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0206,PO065928,Instrumentation Valves Heavy Duty,49.0,0.0,13194.62,0.0,13194.62,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0356,PO065931,Mechanical Fasteners Premium,258.0,0.0,986105.91,0.0,986105.91,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0019,PO065958,Mechanical Copper Wire Heavy Duty,304.0,0.0,60781.26,0.0,60781.26,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0046,PO066121,Structural Steel Rod Kit,35.0,0.0,10856.08,0.0,10856.08,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0340,PO066152,Structural Copper Wire Standard,316.0,0.0,212290.02,0.0,212290.02,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0339,PO066367,Structural Bearing,28.0,0.0,20252.28,0.0,20252.28,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0226,PO066395,Mechanical Welding Rod Heavy Duty,430.0,0.0,207570.51,0.0,207570.51,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0091,PO066401,Mechanical Pressure Gauge Standard,307.0,0.0,199290.86,0.0,199290.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0307,PO066440,Structural Bearing Kit,202.0,1414.65,320858.9,285759.30000000005,35099.59999999998,12.28,Overcharged,2026-07-12T08:48:38.325Z
V0280,PO066454,Electrical Steel Rod Standard,198.0,0.0,296770.29,0.0,296770.29,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0263,PO066481,Safety Flow Meter Kit,423.0,0.0,62164.32,0.0,62164.32,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0018,PO066496,Safety Conveyor Belt Standard,229.0,0.0,14670.84,0.0,14670.84,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0405,PO066520,Mechanical Circuit Breaker Premium,485.0,0.0,321171.01,0.0,321171.01,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0477,PO066541,Structural Transformer Oil,479.0,0.0,129027.97,0.0,129027.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0213,PO066556,Instrumentation Industrial Paint Heavy Duty,324.0,0.0,52140.26,0.0,52140.26,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0239,PO066671,Fluid Safety Helmet Premium,367.0,0.0,45469.16,0.0,45469.16,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0021,PO066685,Electrical Steel Rod,474.0,0.0,303353.97,0.0,303353.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0446,PO066704,Safety Lubricant Kit,314.0,0.0,212828.86,0.0,212828.86,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0358,PO066751,Electrical Pneumatic Cylinder Kit,284.0,0.0,84194.03,0.0,84194.03,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0437,PO066792,Safety Hydraulic Pump Heavy Duty,174.0,0.0,42230.49,0.0,42230.49,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0336,PO066865,Mechanical Flow Meter,363.0,0.0,225109.04,0.0,225109.04,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0070,PO066878,Safety Pneumatic Cylinder Kit,202.0,0.0,129002.98,0.0,129002.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0283,PO066901,Instrumentation Copper Wire Heavy Duty,67.0,0.0,38050.08,0.0,38050.08,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0047,PO067025,Mechanical Welding Rod Heavy Duty,396.0,0.0,48562.98,0.0,48562.98,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0222,PO067050,Structural Steel Rod Kit,240.0,1538.95,366641.74,369348.0,-2706.2600000000093,-0.73,Undercharged,2026-07-12T08:48:38.325Z
V0256,PO067095,Fluid Conveyor Belt Kit,500.0,0.0,298143.46,0.0,298143.46,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0322,PO067126,Mechanical Electric Motor Premium,420.0,0.0,283401.45,0.0,283401.45,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0036,PO067159,Fluid Conveyor Belt Kit,433.0,0.0,137080.5,0.0,137080.5,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0087,PO067170,Structural Safety Helmet Heavy Duty,238.0,0.0,24512.27,0.0,24512.27,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0053,PO067235,Structural Flow Meter Premium,290.0,0.0,46636.49,0.0,46636.49,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0233,PO067343,Safety Control Panel Kit,11.0,254.69,2770.23,2801.59,-31.360000000000127,-1.12,Undercharged,2026-07-12T08:48:38.325Z
V0053,PO067346,Electrical Transformer Oil Standard,116.0,411.91,47956.33,47781.560000000005,174.7699999999968,0.37,Overcharged,2026-07-12T08:48:38.325Z
V0075,PO067356,Electrical Conveyor Belt Heavy Duty,213.0,0.0,142254.17,0.0,142254.17,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0487,PO067360,Mechanical Pressure Gauge Standard,216.0,0.0,20623.95,0.0,20623.95,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0052,PO067476,Structural Conveyor Belt Premium,17.0,0.0,4157.51,0.0,4157.51,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0497,PO067488,Safety Gearbox Premium,330.0,0.0,198150.27,0.0,198150.27,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0330,PO067491,Fluid Steel Rod Standard,240.0,0.0,133339.39,0.0,133339.39,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0114,PO067497,Instrumentation Copper Wire Heavy Duty,31.0,0.0,13865.3,0.0,13865.3,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0127,PO067505,Instrumentation Copper Wire Heavy Duty,21.0,0.0,2281.3,0.0,2281.3,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0287,PO067520,Instrumentation Flow Meter Kit,43.0,0.0,14295.85,0.0,14295.85,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0221,PO067604,Safety Conveyor Belt,110.0,0.0,77563.41,0.0,77563.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0151,PO067663,Fluid Flow Meter Kit,65.0,244.45,15755.48,15889.25,-133.77000000000044,-0.84,Undercharged,2026-07-12T08:48:38.325Z
V0006,PO067713,Structural Pvc Pipe Heavy Duty,40.0,0.0,22651.31,0.0,22651.31,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0360,PO067715,Instrumentation Copper Wire Heavy Duty,40.0,0.0,7520.28,0.0,7520.28,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0054,PO067728,Electrical Copper Wire Premium,36.0,0.0,24606.41,0.0,24606.41,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0177,PO067746,Safety Control Panel Kit,138.0,0.0,82171.97,0.0,82171.97,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0262,PO067808,Instrumentation Industrial Paint Heavy Duty,290.0,0.0,99006.66,0.0,99006.66,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0473,PO067895,Mechanical Copper Wire Heavy Duty,292.0,0.0,222509.18,0.0,222509.18,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0146,PO067905,Instrumentation Copper Wire,122.0,0.0,527351.25,0.0,527351.25,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0350,PO067916,Instrumentation Safety Helmet,191.0,0.0,78534.61,0.0,78534.61,0.0,Overcharged,2026-07-12T08:48:38.325Z
V0096,PO067919,Instrumentation Flow Meter Premium,113.0,0.0,45702.06,0.0,45702.06,0.0,Overcharged,2026-07-12T08:48:38.325Z
