invoice_id,po_id,vendor_id,invoiced_amount,invoice_date,payment_status
INV052872,PO026040,V0409,11926.99,2024-03-25,Paid
INV052873,PO005332,V0307,267354.46,2023-11-30,Paid
INV052874,PO030413,V0395,7152.45,2025-09-05,Paid
INV052875,PO083858,V0153,187259.25,2025-10-06,Paid
INV052876,PO090294,V0187,1297592.99,2024-04-04,Paid
INV052877,PO017459,V0416,181813.14,2024-09-03,Pending
INV052878,PO014059,V0251,65185.17,2024-12-05,Paid
INV052879,PO035342,V0126,329309.93,2023-04-01,Paid
INV052880,PO035166,V0091,71871.94,2024-01-04,Paid
INV052881,PO058426,V0215,197983.64,2025-06-28,Paid
INV052882,PO000419,V0130,641650.06,2023-11-28,Paid
INV052883,PO082560,V0233,409478.41,2022-09-19,Paid
INV052884,PO051237,V0217,38520.17,2022-08-31,Paid
INV052885,PO037358,V0380,437096.29,2022-04-21,Overdue
INV052886,PO082279,V0302,492665.38,2022-09-13,Paid
INV052887,PO083724,V0377,89758.95,2025-11-27,Paid
INV052888,PO037973,V0049,1109762.49,2025-05-12,Overdue
INV052889,PO040658,V0242,14462.19,2024-10-07,Paid
INV052890,PO049691,V0221,18639.45,2022-11-26,Paid
INV052891,PO069976,V0085,320547.38,2022-08-15,Paid
INV052892,PO056041,V0193,74024.13,2022-07-16,Paid
INV052893,PO026795,V0070,37305.64,2022-07-26,Pending
INV052894,PO009906,V0135,104029.43,2022-05-18,Paid
INV052895,PO066402,V0312,164369.93,2024-07-06,Paid
INV052896,PO092180,V0453,74348.62,2023-03-23,Paid
INV052897,PO026927,V0236,246178.36,2024-12-11,Paid
INV052898,PO046053,V0160,235458.83,2025-12-15,Paid
INV052899,PO044229,V0444,157487.8,2023-09-30,Paid
INV052900,PO031047,V0166,126262.61,2023-09-20,Paid
INV052901,PO004672,V0070,178761.45,2024-09-16,Pending
INV052902,PO060972,V0217,132974.03,2023-02-11,Paid
INV052903,PO050188,V0003,96541.16,2024-09-23,Paid
INV052904,PO024872,V0477,9818.14,2022-04-25,Paid
INV052905,PO066963,V0230,38564.03,2025-08-21,Paid
INV052906,PO093622,V0388,87813.71,2024-08-26,Paid
INV052907,PO092929,V0455,84693.45,2024-03-31,Paid
INV052908,PO064141,V0127,21429.54,2025-09-02,Paid
INV052909,PO076594,V0204,106840.81,2023-07-20,Pending
INV052910,PO033461,V0060,68676.21,2025-02-26,Paid
INV052911,PO029172,V0199,156549.49,2024-10-03,Paid
INV052912,PO056746,V0237,262634.19,2025-01-01,Paid
INV052913,PO081773,V0209,227308.1,2022-08-18,Paid
INV052914,PO033836,V0093,925102.85,2025-01-14,Paid
INV052915,PO066669,V0232,501322.18,2024-06-15,Pending
INV052916,PO058466,V0101,573084.42,2023-10-09,Paid
INV052917,PO007613,V0042,100743.49,2023-10-29,Paid
INV052918,PO097361,V0115,17093.16,2022-10-24,Pending
INV052919,PO009434,V0154,1246634.52,2023-11-18,Paid
INV052920,PO096405,V0227,30382.14,2024-04-08,Paid
INV052921,PO000947,V0253,1238450.81,2024-12-25,Pending
INV052922,PO044108,V0192,821815.27,2024-03-13,Paid
INV052923,PO001616,V0183,71821.82,2022-07-04,Pending
INV052924,PO078388,V0474,110724.38,2025-09-18,Paid
INV052925,PO073791,V0293,297563.28,2025-09-22,Paid
INV052926,PO087636,V0463,75362.93,2025-03-15,Pending
INV052927,PO055222,V0108,29911.23,2024-10-02,Paid
INV052928,PO033162,V0327,220408.68,2024-11-19,Pending
INV052929,PO032599,V0373,32986.27,2022-09-20,Paid
INV052930,PO091639,V0255,-124255.39,2023-06-17,Paid
INV052931,PO089455,V0348,121316.57,2024-03-10,Overdue
INV052932,PO075230,V0377,745043.9,2025-01-24,Paid
INV052933,PO080691,V0079,361506.08,2023-12-08,Pending
INV052934,PO000389,V0009,40907.7,2022-04-27,Overdue
INV052935,PO049740,V0102,575017.43,2024-12-02,Paid
INV052936,PO079438,V0309,76831.29,2023-05-21,Paid
INV052937,PO029308,V0101,57379.06,2024-07-07,Overdue
INV052938,PO073206,V0265,710945.68,2024-06-25,Paid
INV052939,PO057624,V0464,147307.77,2022-02-09,Paid
INV052940,PO088629,V0254,99725.61,2022-06-06,Paid
INV052941,PO097461,V0271,179421.82,2024-02-26,Paid
INV052942,PO060817,V0150,21169.5,2022-03-29,Paid
INV052943,PO092097,V0490,210415.0,2022-03-09,Pending
INV052944,PO064886,V0008,72402.53,2025-11-14,Paid
INV052945,PO092394,V0473,16846.25,2024-01-28,Paid
INV052946,PO045242,V0319,885170.85,2023-06-22,Paid
INV052947,PO052138,V0188,36171.9,2025-08-31,Paid
INV052948,PO021015,V0463,300879.15,2022-09-26,Pending
INV052949,PO034199,V0495,85185.51,2023-11-10,Paid
INV052950,PO014310,V0222,38602.55,2025-08-02,Paid
INV052951,PO029926,V0097,39667.01,2023-01-21,Paid
INV052952,PO016177,V0269,659985.6,2024-06-16,Paid
INV052953,PO086912,V0358,270075.54,2024-10-13,Overdue
INV052954,PO070604,V0169,,2023-12-30,Paid
INV052955,PO097680,V0406,132143.46,2025-10-02,Paid
INV052956,PO018423,V0210,5917.66,2024-07-14,Paid
INV052957,PO020518,V0123,501878.82,2022-05-23,Paid
INV052958,PO054504,V0038,299486.79,2025-08-07,Paid
INV052959,PO028515,V0307,4457.95,2024-02-01,Paid
INV052960,PO002216,V0449,802963.92,2025-08-18,Paid
INV052961,PO085277,V0054,1768559.34,2023-12-16,Paid
INV052962,PO016487,V0181,17022.62,2025-03-22,Paid
INV052963,PO090257,V0353,555810.15,2023-09-29,Paid
INV052964,PO074483,V0068,137473.07,2022-01-23,Paid
INV052965,PO012250,V0228,158904.1,2022-12-18,Paid
INV052966,PO023188,V0219,1453920.56,2026-01-05,Pending
INV052967,PO053614,V0125,124249.03,2022-09-19,Pending
INV052968,PO039065,V0407,561901.03,2025-04-24,Paid
INV052969,PO071999,V0109,189087.25,2025-03-30,Paid
INV052970,PO042791,V0295,66529.48,2024-10-04,Paid
INV052971,PO077438,V0306,116996.0,2023-02-19,Overdue
INV052972,PO046784,V0161,64503.75,2023-11-11,Paid
INV052973,PO065619,V0075,49814.08,2025-05-15,Paid
INV052974,PO042272,V0148,144145.63,2024-06-03,Paid
INV052975,PO024348,V0434,16528.86,2023-10-18,Paid
INV052976,PO055143,V0129,17126.57,2023-01-10,Paid
INV052977,PO060684,V0320,155160.71,2022-08-24,Paid
INV052978,PO071289,V0380,697664.69,2025-02-06,Paid
INV052979,PO093807,V0378,138910.61,2024-01-05,Paid
INV052980,PO060792,V0157,55735.72,2022-12-29,Paid
INV052981,PO003669,V0149,85174.23,2025-13-45,Paid
INV052982,PO050768,V0169,183033.56,2025-10-11,Paid
INV052983,PO086167,V0037,120270.54,2025-03-09,Paid
INV052984,PO076532,V0258,910109.99,2023-03-16,Overdue
INV052985,PO034831,V0004,,2023-05-10,Paid
INV052986,PO094309,V0080,75407.69,2024-01-06,Paid
INV052987,PO041740,V0377,225492.58,2022-02-17,Pending
INV052988,PO050211,V0483,266633.07,2024-09-03,Paid
INV052989,PO035167,V0445,72868.02,2022-07-26,Paid
INV052990,PO011197,V0487,29180.81,2023-09-17,Paid
INV052991,PO018715,V0449,158417.28,2024-12-27,Paid
INV052992,PO045693,V0252,100075.08,2025-04-21,Pending
INV052993,PO050912,V0113,124455.9,2025-05-15,Paid
INV052994,PO095905, V0377 ,218139.53,2023-10-18,Pending
INV052995,PO045581,V0387,111597.37,2024-11-14,Paid
INV052996,PO094373,V0256,23184.18,2023-10-19,Pending
INV052997,,V0177,47965.89,2023-05-25,Paid
INV052998,PO087298,V0255,145566.56,2025-01-18,Paid
INV052999,PO054182,V0028,155858.52,2025-08-18,Pending
INV053000,PO053029,V0199,158043.6,2024-11-01,Paid
INV053001,PO027067,V0236,246376.97,2025-03-09,Paid
INV053002,PO064632,V0096,71293.35,2024-01-10,Overdue
INV053003,PO043282,V0266,202590.06,2025-10-31,Paid
INV053004,PO049712,V0320,355367.82,2025-03-29,Pending
INV053005,PO070978,V0093,92220.32,2023-02-06,Overdue
INV053006,PO047025,V0380,1291.67,2025-01-11,Paid
INV053007,PO091498,V0413,308342.86,2023-09-14,Paid
INV053008,PO051770,V0457,264155.9,2025-08-27,Paid
INV053009,PO010147,V0046,22454.08,2023-03-26,Paid
INV053010,PO033358,V0443,138738.65,2026-01-02,Paid
INV053011,PO098803,V0277,526914.42,2022-07-27,Paid
INV053012,PO055500,V0443,79203.94,2022-07-17,Paid
INV053013,PO016314,V0220,150914.77,2023-02-23,Paid
INV053014,PO027399,V0106,97946.32,2023-02-07,Paid
INV053015,PO009325,V0497,89791.1,2025-11-28,Paid
INV053016,PO007433,V0295,129592.27,2025-10-13,Paid
INV053017,PO020868,,418077.19,2024-11-15,Paid
INV053018,PO034360,V0136,80223.18,2023-01-17,Paid
INV053019,PO069944,V0434,172238.48,2024-04-29,Paid
INV053020,PO030972,V0095,321020.81,2025-08-26,Overdue
INV053021,PO050760,V0219,342534.04,2022-04-04,Paid
INV053022,PO036493,V0132,20530.09,2024-03-10,Paid
INV053023,PO091828,V0329,356156.42,2024-05-01,Paid
INV053024,PO053007,V0278,422139.73,2022-03-19,Paid
INV053025,PO041070,V0233,456915.1,2023-07-20,Overdue
INV053026,PO077906,V0246,5196.31,2022-02-19,Pending
INV053027,PO030292,V0223,85244.61,2022-03-21,Paid
INV053028,PO017153,V0173,147097.52,2023-02-20,Paid
INV053029,PO065675,V0433,12629.99,2024-08-27,Pending
INV053030,PO049373,V0056,319652.41,2023-07-18,Paid
INV053031,PO053080,V0391,119712.45,2024-01-30,Paid
INV053032,PO051540,V0450,553009.23,2024-07-04,Paid
INV053033,PO002526,V0386,33403.18,2023-08-10,Overdue
INV053034,PO009638,V0353,,2024-10-07,Paid
INV053035,PO048325,V0106,178235.68,2024-11-11,Paid
INV053036,PO056109,V0052,44873.57,2025-08-19,Paid
INV053037,PO034378,V0499,125838.59,2024-01-06,Paid
INV053038,PO080070,V0403,642292.41,2022-06-19,Paid
INV053039,,V0280,47860.89,2025-10-31,Paid
INV053040,PO060208,V0031,-12735.28,2023-03-14,Paid
INV053041,PO022369,V0216,238679.32,2023-05-22,Paid
INV053042,PO025737,V0294,45455.86,2023-05-01,Overdue
INV053043,PO017754,V0149,40919.69,2023-09-12,Paid
INV053044,PO096243,V0190,145287.43,2023-10-20,Paid
INV053045,PO003572,V0249,539273.05,2024-11-25,Pending
INV053046,PO026799,V0202,2027.71,2025-12-18,Overdue
INV053047,PO033257,V0104,1075762.46,2022-11-10,Paid
INV053048,PO047420,V0493,279228.62,2023-10-02,Paid
INV053049,PO076596,V0257,41046.66,2025-10-16,Overdue
INV053050,PO092540,V0272,160633.98,2025-10-21,Paid
INV053051,PO091990,V0217,2794.02,2026-01-17,Paid
INV053052,PO030625,V0487,63037.77,2022-10-16,Overdue
INV053053,PO009057,V0233,18566.05,2023-04-02,Paid
INV053054,PO063280,V0213,180296.61,2023-11-05,Paid
INV053055,PO018565,V0189,196205.83,2022-05-05,Pending
INV053056,PO011221,V0407,494116.88,2022-10-10,Paid
INV053057,PO011291,V0053,12788.86,2023-05-12,Paid
INV053058,PO052481,V0176,-105376.29,2024-05-29,Paid
INV053059,PO020019,V0283,20898.44,2023-01-26,Paid
INV053060,PO055139,V0030,263851.06,2022-04-17,Paid
INV053061,PO082156,V0392,260765.2,2025-01-24,Paid
INV053062,PO081568,V0496,231070.28,2025-01-26,Paid
INV053063,PO099293,V0309,14489.8,2024-04-08,Paid
INV053064,PO083303,V0116,61272.25,2025-07-10,Paid
INV053065,PO009007,V0120,82852.4,2023-11-13,Paid
INV053066,PO043927, V0263 ,58365.04,2024-03-05,Pending
INV053067,PO079119,V0460,48175.86,2025-01-05,Paid
INV053068,PO026266,V0216,2834.52,2023-07-18,Paid
INV053069,PO015909,V0427,213628.3,2022-11-05,Overdue
INV053070,PO071166,V0092,465489.09,2023-03-10,Paid
INV053071,PO084407,V0469,211777.61,2023-07-01,Paid
INV053072,PO018050,V0096,854971.44,2024-01-31,Paid
INV053073,PO010828,V0027,12041.36,2022-08-14,Paid
INV053074,PO069523,V0132,1673863.78,2023-03-16,Paid
INV053075,PO040955,V0015,132342.07,2024-10-24,Paid
INV053076,PO067360,V0487,-169714.07,2024-11-13,Paid
INV053077,PO062935, V0395 ,82316.2,2024-07-06,Paid
INV053078,PO054981,V0056,104460.44,2025-12-15,Paid
INV053079,PO054583, V0419 ,40840.59,2024-01-13,Overdue
INV053080,PO087257,V0141,565393.93,2025-07-05,Paid
INV053081,PO086009,V0454,777265.2,2024-05-29,Paid
INV053082,PO000611,V0448,124795.93,2025-06-09,Paid
INV053083,PO091448,V0469,34779.44,2023-02-22,Paid
INV053084,PO036637,V0094,5826.88,2025-11-14,Overdue
INV053085,PO086246,V0408,75343.35,2023-01-09,Paid
INV053086,PO011885,V0094,319791.97,2022-12-02,Paid
INV053087,PO086356,V0125,89603.78,2024-01-06,Paid
INV053088,PO051316,V0055,128062.56,2024-01-25,Paid
INV053089,PO050902,V0430,271274.59,2023-11-10,Paid
INV053090,,V0080,53958.1,2022-11-06,Paid
INV053091,PO046677,V0097,68090.98,2023-03-29,Paid
INV053092,PO078759,V0038,27585.56,2023-02-05,Pending
INV053093,PO086604,V0002,524271.5,2024-09-11,Overdue
INV053094,PO011019,V0091,199912.54,2024-10-05,Paid
INV053095,PO036600,V0002,23603.31,2023-06-11,Paid
INV053096,PO067916,V0350,78534.61,2022-05-01,Overdue
INV053097,PO022490,V0230,111005.17,2024-09-15,Paid
INV053098,PO048072,V0356,101208.07,2024-12-25,Paid
INV053099,PO012395,V0135,49091.2,2023-06-10,Paid
INV053100,PO014418,V0026,51406.55,2022-01-22,Paid
INV053101,PO027850,,54629.16,2024-03-06,Paid
INV053102,PO035208,V0127,44944.44,2024-11-02,Paid
INV053103,PO061670,V0457,169138.38,2024-04-15,Overdue
INV053104,PO024291,V0108,164439.3,2024-06-08,Pending
INV053105,PO015116,V0247,110124.42,2022-12-14,Paid
INV053106,PO032753,V0024,8615.73,2023-09-18,Paid
INV053107,PO046403,V0244,92389.22,2025-06-26,Paid
INV053108,PO024242,,88582.1,2023-07-11,Paid
INV053109,PO049022, V0115 ,323649.77,2024-01-01,Paid
INV053110,PO038198,V0289,24382.91,2023-12-29,Paid
INV053111,PO064080,V0347,39787.68,2023-08-11,Paid
INV053112,PO089980,V0070,140552.64,2023-12-08,Paid
INV053113,PO036534,V0157,62750.58,2022-09-20,Pending
INV053114,PO077898,V0469,309048.76,2024-08-29,Paid
INV053115,PO089833,V0050,474849.37,2025-12-10,Pending
INV053116,PO074382,V0341,62410.37,2022-02-27,Paid
INV053117,PO079284,V0272,213297.12,2024-11-27,Paid
INV053118,PO083094,V0443,87615.12,2025-08-12,Paid
INV053119,PO067204,V0078,86707.31,2024-12-22,Paid
INV053120,PO046964,V0476,102123.18,2022-12-24,Overdue
INV053121,PO031035,V0325,141234.5,2025-04-16,Paid
INV053122,PO014144,V0121,23679.06,2023-06-07,Paid
INV053123,PO068858,V0161,35717.93,2024-02-08,Paid
INV053124,PO090594,V0015,621636.37,2025-12-24,Overdue
INV053125,PO093416,V0392,31114.55,2022-09-24,Paid
INV053126,PO069663,V0138,190848.53,2025-11-20,Paid
INV053127,PO019178,V0328,86951.39,2023-05-26,Paid
INV053128,PO074836,V0074,8352.56,2025-09-30,Paid
INV053129,PO046052,V0152,31474.5,2022-04-29,Paid
INV053130,PO071722,V0183,150436.39,2025-09-15,Paid
INV053131,PO052938,V0273,80641.03,2022-09-19,Paid
INV053132,PO059779,V0499,5141.1,2022-03-04,Paid
INV053133,,V0349,-95252.29,2024-09-01,Paid
INV053134,PO095204,V0155,663628.45,2025-02-24,Paid
INV053135,PO073994,V0338,185644.16,2022-11-23,Overdue
INV053136,PO015943,V0481,54292.62,2024-08-05,Paid
INV053137,PO067660,V0048,216956.51,2024-09-14,Paid
INV053138,PO017895,V0064,66118.75,2023-09-03,Paid
INV053139,PO053928,V0126,4057.66,2024-02-07,Paid
INV053140,PO096141,V0119,32451.9,2024-07-30,Paid
INV053141,PO056161, V0078 ,125273.52,2025-11-14,Paid
INV053142,PO036191,V0100,174363.12,2022-11-27,Paid
INV053143,PO008432,V0055,246841.16,2024-09-17,Paid
INV053144,PO057395,V0367,20731.81,2023-08-18,Paid
INV053145,PO057820,V0440,-346106.47,2024-05-27,Paid
INV053146,PO032339,V0209,249110.75,2026-01-08,Paid
INV053147,PO092117,V0359,21638.6,2023-03-07,Paid
INV053148,PO031584,V0106,402.8,2022-02-19,Paid
INV053149,PO013914,V0439,5922.77,2023-10-30,Paid
INV053150,PO095102,V0367,134833.15,2023-02-23,Paid
INV053151,PO014861,V0166,6918.03,2023-12-02,Pending
INV053152,PO032925,V0355,107852.53,2025-01-17,Paid
INV053153,PO095232,V0424,156698.1,2025-01-06,Paid
INV053154,PO073135,V0335,195298.39,2025-07-11,Pending
INV053155,PO037530,V0386,120181.87,2025-08-09,Overdue
INV053156,PO032454,V0085,169089.97,2024-02-25,Pending
INV053157,PO076512,V0281,155776.36,2022-04-04,Pending
INV053158,PO054390,,3983.27,2022-08-03,Paid
INV053159,PO086091,V0189,312145.18,2025-03-10,Paid
INV053160,PO054200,V0251,109843.15,2022-04-20,Paid
INV053161,PO031445,V0488,54562.96,2025-03-23,Pending
INV053162,PO093971,V0192,159680.03,2025-05-23,Paid
INV053163,PO048113,V0439,20590.37,2023-04-02,Paid
INV053164,PO018799,V0367,229716.89,2022-03-25,Paid
INV053165,PO060148,V0308,59874.63,2023-12-25,Paid
INV053166,PO011442,V0362,35860.41,2023-01-17,Overdue
INV053167,PO067692,V0342,29907.91,2022-03-14,Paid
INV053168,PO047793,V0340,445879.19,2022-08-29,Overdue
INV053169,PO062943,V0480,13605.63,2023-10-07,Paid
INV053170,PO085678,V0144,311847.11,2025-04-03,Paid
INV053171,PO032861,V0341,201471.73,2025-04-22,Paid
INV053172,PO012469,V0443,51117.18,2023-03-18,Paid
INV053173,PO058015, V0120 ,179543.92,2024-12-14,Paid
INV053174,PO034912,V0251,239603.39,2022-06-24,Paid
INV053175,PO090344,V0497,81247.51,2022-11-14,Overdue
INV053176,PO055124,V0385,64671.38,2024-06-04,Overdue
INV053177,PO061334,V0165,105727.59,2022-03-03,Paid
INV053178,PO017987,V0191,67403.75,2023-07-26,Paid
INV053179,PO035720,V0014,228225.96,2022-09-02,Paid
INV053180,PO059117,V0257,340416.75,2022-09-27,Paid
INV053181,PO075795,V0255,273099.16,2024-02-04,Paid
INV053182,PO001311,V0193,195630.38,2023-09-14,Paid
INV053183,,V0005,131315.03,2025-01-26,Overdue
INV053184,PO063799,V0065,724200.24,2022-11-29,Paid
INV053185,PO071783,V0325,79185.97,2023-06-18,Overdue
INV053186,PO082079,V0054,192891.83,2022-10-11,Paid
INV053187,PO020163,V0195,35739.77,2022-03-21,Paid
INV053188,PO016762,V0158,190962.88,2023-06-22,Paid
INV053189,PO019680,V0263,112500.71,2024-05-28,Paid
INV053190,PO074442,V0183,95971.95,2024-01-19,Paid
INV053191,PO012380,V0063,51832.79,2023-07-26,Paid
INV053192,PO047771,V0298,13080.51,2022-12-21,Paid
INV053193,PO059568,V0392,77555.26,2022-05-12,Paid
INV053194,PO013422,V0256,595249.09,2026-01-10,Paid
INV053195,PO094184,V0201,15789.91,2025-04-19,Paid
INV053196,PO048939,V0045,63606.14,2022-04-30,Paid
INV053197,PO010975,V0330,205891.76,2024-05-03,Paid
INV053198,PO002501,V0131,1060894.35,2025-05-02,Paid
INV053199,PO060491,V0189,108046.97,2025-05-21,Paid
INV053200,PO051016,V0185,19112.13,2025-08-13,Paid
INV053201,PO049644,V0163,88471.25,2022-06-08,Paid
INV053202,PO073650,V0075,62069.74,2024-12-03,Paid
INV053203,PO093117,V0423,42225.09,2025-02-10,Paid
INV053204,PO096297,V0135,127767.68,2022-11-07,Paid
INV053205,PO097560,V0412,114962.55,2023-08-23,Paid
INV053206,PO011806,V0224,41453.1,2025-06-18,Paid
INV053207,PO007732,V0109,188282.57,2025-01-10,Paid
INV053208,PO099250,V0452,8152.72,2023-03-14,Pending
INV053209,PO093753,V0191,538.63,2022-10-23,Paid
INV053210,PO095311,V0470,114309.16,2025-11-19,Paid
INV053211,PO051908,V0415,234181.21,2025-09-22,Paid
INV053212,PO011461,V0131,29576.49,2025-09-23,Paid
INV053213,PO011295,V0183,266769.54,2024-10-18,Paid
INV053214,PO010060,V0336,153368.49,2023-11-21,Paid
INV053215,PO031857,V0031,117792.66,2023-04-01,Pending
INV053216,PO007818,V0436,64427.54,2025-06-05,Paid
INV053217,PO093918,V0013,168947.7,2024-08-09,Paid
INV053218,PO003034,V0481,69992.97,2025-04-03,Paid
INV053219,PO012972,V0277,93688.14,2024-01-11,Paid
INV053220,PO065926,V0257,172319.86,2023-04-11,Pending
INV053221,PO056987,V0038,76101.28,2024-09-25,Paid
INV053222,PO030996,V0411,397872.35,2024-02-11,Paid
INV053223,PO074972,V0497,22990.31,2024-04-10,Overdue
INV053224,PO019732,V0251,145725.02,2025-12-03,Pending
INV053225,PO000012,V0429,585727.69,2022-12-18,Paid
INV053226,PO075245,V0359,188876.9,2025-10-22,Paid
INV053227,PO018005,V0148,172516.23,2023-09-10,Paid
INV053228,PO091870,V0460,101772.55,2025-09-13,Paid
INV053229,PO022538,,87576.57,2023-06-18,Paid
INV053230,PO024837,V0446,50579.1,2023-09-06,Paid
INV053231,PO008512,V0470,66600.08,2022-06-23,Paid
INV053232,PO012474,V0029,250093.58,2023-08-01,Paid
INV053233,PO010469,V0148,266462.17,2023-01-30,Paid
INV053234,PO055966,V0115,357909.61,2025-10-25,Paid
INV053235,PO068369,V0120,67009.33,2023-06-05,Pending
INV053236,PO088899,V0160,14880.14,2022-08-25,Overdue
INV053237,PO086037,V0238,24198.19,2023-02-21,Pending
INV053238,PO000016,,261382.44,2024-11-10,Overdue
INV053239,PO076256,V0436,66219.07,2025-01-18,Paid
INV053240,PO069403,V0307,82268.63,2023-06-05,Paid
INV053241,PO015987,V0316,76963.89,2025-01-16,Paid
INV053242,PO094214,V0243,110844.74,2022-10-26,Paid
INV053243,PO002346,V0009,407512.2,2022-12-11,Overdue
INV053244,PO091053,V0243,34147.92,2025-11-18,Paid
INV053245,PO008451,V0169,50725.18,2024-01-08,Paid
INV053246,PO015350,V0409,43878.17,2022-08-17,Paid
INV053247,PO066600,V0174,156468.56,2025-12-25,Pending
INV053248,PO016660,V0122,72904.13,2024-05-03,Pending
INV053249,PO043752,V0416,44766.03,2022-08-14,Pending
INV053250,PO021307,V0252,55336.83,2023-03-23,Paid
INV053251,PO080477,V0233,379216.05,2025-02-22,Pending
INV053252,PO069119,V0011,47536.21,2024-04-30,Paid
INV053253,PO066868,V0161,126480.65,2025-12-01,Paid
INV053254,PO008067,V0008,39402.46,2024-02-03,Paid
INV053255,PO026133,V0022,30109.88,2025-01-28,Paid
INV053256,PO078773,V0443,186005.44,2022-08-21,Paid
INV053257,PO066016,V0220,16960.04,2022-11-07,Pending
INV053258,PO020894,V0482,,2024-04-07,Pending
INV053259,PO068583,V0262,26638.76,2024-04-07,Paid
INV053260,PO093707,V0331,57053.89,2025-09-19,Paid
INV053261,PO067025,V0047,111139.77,2023-03-10,Overdue
INV053262,PO013721,V0394,39323.39,2023-06-02,Paid
INV053263,PO027401,,199163.44,2022-05-18,Overdue
INV053264,PO084013,V0130,339969.83,2023-10-28,Paid
INV053265,PO096029,,2167.27,2023-03-13,Paid
INV053266,PO095503,V0249,186148.77,2022-10-09,Paid
INV053267,PO028947,V0073,85224.57,2024-06-11,Paid
INV053268,PO026511,V0367,51567.63,2022-09-15,Paid
INV053269,PO048163,V0106,230426.0,2023-12-29,Pending
INV053270,PO030200,V0431,275285.74,2022-12-29,Pending
INV053271,PO024040,V0360,50262.32,2023-01-24,Overdue
INV053272,PO019189,V0475,,2024-12-02,Paid
INV053273,PO007991,V0236,497076.66,2023-11-27,Paid
INV053274,PO092707,V0034,1069218.86,2023-01-17,Paid
INV053275,PO008976,V0488,92029.53,2024-12-13,Paid
INV053276,PO004274,V0194,269632.93,2024-03-08,Paid
INV053277,PO092942,V0209,1378759.75,9999-99-99,Pending
INV053278,PO071998,V0315,937247.34,2022-08-17,Pending
INV053279,PO040327,V0328,212215.7,2025-12-07,Paid
INV053280,PO051351,V0246,90616.93,2025-03-02,Paid
INV053281,PO093631,V0088,46228.26,2022-04-05,Paid
INV053282,PO008733,V0275,1671569.66,2022-03-09,Overdue
INV053283,PO072912,V0064,116716.37,2022-05-26,Paid
INV053284,PO013661,V0388,171373.78,2024-02-23,Paid
INV053285,PO024274,,193411.92,2023-01-03,Paid
INV053286,PO065949,V0189,14265.38,2022-06-08,Paid
INV053287,PO055021,V0183,122120.36,2022-12-17,Paid
INV053288,PO026360,V0397,134848.44,2024-09-28,Pending
INV053289,PO094700,V0269,53735.23,2023-04-26,Paid
INV053290,PO071264,V0361,180711.96,2022-08-05,Paid
INV053291,PO015908,V0169,632642.81,2022-02-15,Overdue
INV053292,PO078825,V0482,145588.09,2024-08-23,Paid
INV053293,PO099732,V0496,64529.4,2022-07-20,Paid
INV053294,PO085431,V0060,102024.96,2025-11-18,Paid
INV053295,PO099942,V0331,10089.94,2022-01-25,Overdue
INV053296,PO090292,V0213,148839.33,2024-04-26,Paid
INV053297,PO019781,V0470,60647.47,2023-04-16,Pending
INV053298,PO004678,V0135,43051.5,2022-10-04,Paid
INV053299,PO046549,V0298,43822.27,2023-05-12,Paid
INV053300,PO007123,V0293,145917.85,2022-11-05,Paid
INV053301,PO050795,V0449,15188.21,2023-06-30,Paid
INV053302,PO001295,V0192,48797.67,2024-04-08,Paid
INV053303,PO048071,V0131,34521.77,2022-06-02,Paid
INV053304,PO040556,,2351.98,2025-04-07,Pending
INV053305,PO008556,V0249,1327864.32,2024-03-08,Paid
INV053306,PO002117,V0215,732048.82,2023-07-19,Pending
INV053307,PO010548,V0120,8047.07,2025-10-11,Pending
INV053308,PO012711,V0312,140476.92,2023-06-20,Paid
INV053309,PO068098,V0289,36484.63,2023-08-04,Pending
INV053310,PO093229,V0250,6660.58,2023-08-26,Pending
INV053311,PO038808,V0469,61085.75,2023-04-17,Paid
INV053312,PO040637,V0064,206318.03,2026-02-12,Paid
INV053313,PO031087,V0381,88388.67,2022-11-10,Paid
INV053314,PO096092,V0065,24581.03,2025-10-20,Paid
INV053315,PO055418,V0320,185868.36,2022-04-03,Paid
INV053316,PO035311,V0377,204273.59,2024-03-23,Paid
INV053317,PO039489,V0115,171638.13,2024-01-20,Paid
INV053318,PO053173,V0311,180864.0,2025-06-20,Paid
INV053319,PO082804,V0035,698188.1,2023-08-18,Pending
INV053320,PO001173,V0020,130511.01,2024-01-30,Paid
INV053321,PO039807,V0177,883625.97,2024-12-03,Paid
INV053322,PO087516,V0170,915535.32,2024-02-20,Pending
INV053323,PO053827,,254362.03,2024-09-13,Paid
INV053324,PO080222,V0394,184391.66,2022-09-17,Paid
INV053325,PO028545, V0180 ,784432.85,2025-10-27,Paid
INV053326,PO026739,V0307,136068.45,2024-07-01,Paid
INV053327,PO043636,V0223,34431.43,2022-03-12,Paid
INV053328,PO026671,V0413,36016.48,2022-07-19,Paid
INV053329,PO059666,V0226,103230.3,2023-11-02,Paid
INV053330,PO024689,V0135,1449.57,2023-03-07,Paid
INV053331,PO055841,V0014,122130.99,2023-08-27,Paid
INV053332,PO072079,V0266,748138.99,2023-04-14,Paid
INV053333,PO090904,V0127,6556.61,2022-11-03,Paid
INV053334,PO026940,V0412,173036.07,2024-02-15,Paid
INV053335,PO052386,V0078,103142.98,2024-10-19,Pending
INV053336,PO081302,V0482,83032.62,2025-03-17,Paid
