contract_id,vendor_id,item_name,category,contract_price,payment_terms,effective_date,ingestion_timestamp,load_date,pipeline_run_id,source_file
CON012105,V0450,Safety Control Panel Kit,Safety,247.81,Net15,2021-07-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012106,null,Electrical Gearbox Premium,Electrical,1197.27,Net60,2022-05-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012107,V0294,Electrical Lubricant Heavy Duty,Electrical,2643.35,Net60,2024-10-10,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012108,V0002,Fluid Safety Helmet Standard,Fluid,650.82,Net45,2024-07-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012109, V0234 ,Structural Copper Wire Premium,Structural,1847.75,Net30,2024-07-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012110,V0287,Instrumentation Transformer Oil Kit,Instrumentation,2148.03,Net60,2021-06-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012111,V0186,Safety Transformer Oil Kit,Safety,489.16,Net30,2022-04-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012112,V0001,Electrical Conveyor Belt Standard,Electrical,1482.0,Net15,2024-12-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012113,V0416,Safety Hydraulic Pump Standard,Safety,97.07,Net30,2024-04-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012114,V0221,Structural Bearing Kit,Structural,1525.31,Net999,2024-09-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012115,V0235,Safety Transformer Oil Heavy Duty,Safety,531.55,Net15,2022-11-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012116,V0113,Structural Transformer Oil,Structural,567.73,Net15,2022-06-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012117, V0021 ,Fluid Conveyor Belt Kit,Fluid,1278.76,Net15,2021-10-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012118,V0108,Mechanical Flow Meter Premium,Mechanical,2325.57,Net15,2023-06-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012119,V0056,Mechanical Welding Rod Heavy Duty,Mechanical,780.47,Net30,2022-05-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012120,V0393,Fluid Bearing Premium,Fluid,861.56,Net45,2021-07-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012121,V0094,Electrical Steel Rod,Electrical,844.01,Net30,9999-99-99,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012122,V0199,Electrical Pneumatic Cylinder Kit,Electrical,294.64,Net60,2023-01-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012123,V0205,Safety Conveyor Belt,Safety,310.61,Net30,2023-07-04,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012124,V0439,Electrical PVC Pipe Premium,Electrical,2868.16,Net45,2022-03-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012125,V0334,Instrumentation Pneumatic Cylinder Premium,Instrumentation,590.15,Net15,2021-11-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012126,V0401,Electrical Steel Rod,Electrical,883.73,Net30,2024-07-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012127,V0026,Safety Control Panel Kit,Safety,262.73,Net30,2024-08-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012128,V0065,Mechanical Electric Motor Premium,Mechanical,1023.33,Net30,2024-05-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012129,V0389,Electrical Steel Rod Standard,Electrical,1513.69,Net45,2023-06-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012130,V0333,Structural Transformer Oil Kit,Structural,3049.26,Net60,2023-11-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012131,V0188,Electrical Gearbox Kit,Electrical,1905.68,Net60,2021-09-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012132,V0127,Instrumentation Circuit Breaker Standard,Instrumentation,2366.49,Net45,2021-10-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012133,V0433,Mechanical Safety Helmet Standard,Mechanical,2455.6,Net45,2022-01-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012134,V0394,Electrical Steel Rod,Electrical,923.09,Net30,2022-09-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012135,V0121,Fluid Lubricant Standard,Fluid,288.48,Net45,2021-06-07,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012136,V0401,Instrumentation Bearing Premium,Instrumentation,2781.04,Net30,2023-11-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012137,V0083,Mechanical Circuit Breaker Premium,Mechanical,3239.62,Net30,2022-04-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012138,V0383,Instrumentation Flow Meter Heavy Duty,Instrumentation,3106.39,Net999,2021-11-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012139,V0094,Fluid Conveyor Belt Kit,Fluid,1453.39,Net30,2023-10-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012140,null,Mechanical Flow Meter Premium,Mechanical,2340.24,Net60,2021-12-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012141,V0307,Safety Welding Rod Kit,Safety,286.46,Net30,2023-09-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012142,V0158,Structural Pressure Gauge Standard,Structural,1586.07,Net60,2022-08-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012143,V0009,Structural Conveyor Belt Standard,Structural,1642.5,Net30,2021-04-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012144,V0076,Safety Hydraulic Pump Heavy Duty,Safety,48.04,Net45,2021-05-09,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012145, V0031 ,Mechanical Flow Meter,Mechanical,4456.79,Net30,2024-11-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012146,V0175,Safety Hydraulic Pump Heavy Duty,Safety,50.3,Net60,2024-07-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012147,V0426,Structural Lubricant,Structural,3364.55,Net30,2022-09-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012148,V0157,Fluid Control Panel Premium,Fluid,2170.03,Net30,2024-07-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012149,V0420,Structural Pressure Gauge Standard,Structural,1583.15,Net45,2023-09-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012150,V0499,Instrumentation Transformer Oil Kit,Instrumentation,2204.09,Net60,2023-09-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012151,V0215,Fluid Pneumatic Cylinder,Fluid,1992.66,Net45,9999-99-99,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012152,V0067,Fluid Control Panel Premium,Fluid,2119.22,Net60,2022-12-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012153,V0312,Mechanical Fasteners Heavy Duty,Mechanical,2929.58,Net15,2022-03-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012154,V0431,Electrical Pneumatic Cylinder Kit,Electrical,282.19,Net45,2021-06-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012155,V0320,Instrumentation Bearing,Instrumentation,2799.84,Net45,2021-06-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012156,V0052,Mechanical Pressure Gauge Premium,Mechanical,3248.89,Net30,2021-09-09,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012157,V0462,Safety Welding Rod Kit,Safety,299.48,Net60,2022-07-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012158,V0182,Safety Pressure Gauge Premium,Safety,192.53,Net60,2024-12-01,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012159, V0100 ,Mechanical Copper Wire Heavy Duty,Mechanical,3769.56,Net30,2021-03-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012160,V0296,Mechanical Welding Rod Heavy Duty,Mechanical,832.13,Net15,2024-06-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012161,V0297,Electrical Transformer Oil Kit,Electrical,2039.84,Net45,2021-10-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012162,V0110,Electrical Gearbox Kit,Electrical,1791.21,Net15,2023-01-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012163,V0263,Instrumentation Circuit Breaker Standard,Instrumentation,2182.83,Net15,2022-05-12,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012164,V0212,Safety Control Panel Heavy Duty,Safety,512.24,Net30,2024-08-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012165,V0015,Fluid Conveyor Belt,Fluid,2081.27,Net30,2023-09-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012166,V0370,Instrumentation Pneumatic Cylinder Premium,Instrumentation,558.95,Net60,2024-05-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012167,V0461,Safety Conveyor Belt,Safety,319.1,Net45,2024-05-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012168,V0103,Electrical Circuit Breaker,Electrical,1597.49,Net45,2024-08-31,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012169,V0195,Safety Lubricant Kit,Safety,461.45,Net30,2022-04-23,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012170,V0167,Mechanical Pressure Gauge Standard,Mechanical,2900.6,Net15,2021-08-10,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012171,V0180,Mechanical Circuit Breaker Premium,Mechanical,2884.31,Net15,2023-12-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012172,V0350,Safety Conveyor Belt Standard,Safety,131.95,Net30,2022-01-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012173,V0064,Instrumentation Bearing Premium,Instrumentation,2557.35,Net45,2021-12-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012174,V0106,Safety Transformer Oil Heavy Duty,Safety,463.92,Net30,2022-08-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012175,V0397,Safety Transformer Oil Heavy Duty,Safety,496.3,Net30,2023-01-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012176,V0012,Instrumentation Transformer Oil Kit,Instrumentation,2218.94,Net30,2024-10-16,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012177,V0324,Structural Copper Wire Standard,Structural,2486.99,Net60,2021-10-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012178,V0009,Instrumentation Flow Meter Kit,Instrumentation,3692.9,Net30,2024-07-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012179,V0477,Instrumentation Hydraulic Pump Premium,Instrumentation,3523.76,Net15,2024-02-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012180,V0294,Structural PVC Pipe Heavy Duty,Structural,750.01,Net60,2022-11-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012181,V0226,Mechanical Pressure Gauge Premium,Mechanical,3215.77,Net15,2021-10-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012182,V0060,Electrical Gearbox Premium,Electrical,1160.25,Net60,2022-07-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012183,V0437,Structural Hydraulic Pump Premium,Structural,421.27,Net15,2024-01-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012184,V0049,Safety Transformer Oil Kit,Safety,458.11,Net30,2024-03-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012185,V0420,Instrumentation Pneumatic Cylinder Premium,Instrumentation,583.17,Net45,2024-10-24,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012186,V0252,Instrumentation Bearing Premium,Instrumentation,2867.09,Net60,2021-08-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012187,V0102,Instrumentation Safety Helmet,Instrumentation,1330.84,Net45,2021-02-23,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012188,V0449,Safety Pressure Gauge Kit,Safety,409.69,Net30,2024-03-29,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012189,V0252,Mechanical Copper Wire Heavy Duty,Mechanical,3440.95,Net60,2021-02-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012190, V0226 ,Electrical Circuit Breaker,Electrical,1702.67,Net15,2024-11-10,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012191,V0364,Instrumentation Safety Helmet,Instrumentation,1290.63,Net15,2023-06-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012192,V0037,Structural Transformer Oil,Structural,617.11,Net30,2023-11-04,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012193,V0400,Structural Pneumatic Cylinder Premium,Structural,3219.38,Net45,2023-12-10,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012194,V0259,Mechanical Circuit Breaker Premium,Mechanical,3263.88,Net60,2022-11-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012195,V0479,Structural PVC Pipe Heavy Duty,Structural,724.83,Net30,2023-04-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012196,V0026,Safety Transformer Oil Standard,Safety,147.49,Net30,2024-12-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012197,V0301,Mechanical Welding Rod Heavy Duty,Mechanical,848.36,Net30,2021-02-14,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012198,V0183,Safety Control Panel Heavy Duty,Safety,462.13,Net15,2023-06-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012199,V0218,Safety Control Panel Heavy Duty,Safety,468.15,Net30,2024-10-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012200,V0208,Fluid Conveyor Belt,Fluid,1909.41,Net60,2021-05-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012201,V0390,Safety Transformer Oil Standard,Safety,150.02,Net30,2023-03-04,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012202,V0190,Electrical Conveyor Belt Heavy Duty,Electrical,987.08,Net45,2021-08-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012203,V0307,Electrical Transformer Oil Standard,Electrical,403.46,Net30,2021-04-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012204,V0428,Instrumentation Bearing Premium,Instrumentation,2878.52,Net45,2024-09-28,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012205,V0153,Safety Pressure Gauge Premium,Safety,189.1,Net15,2021-06-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012206,V0134,Structural Copper Wire Standard,Structural,2487.7,Net60,2022-11-30,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012207,V0012,Fluid Conveyor Belt Kit,Fluid,1340.4,Net30,2024-08-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012208,V0285,Safety Hydraulic Pump Standard,Safety,107.05,Net60,2023-09-07,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012209,V0342,Structural Safety Helmet Heavy Duty,Structural,1060.6,Net999,2024-11-08,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012210,V0389,Mechanical Safety Helmet Standard,Mechanical,2421.86,Net45,2024-02-26,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012211,V0072,Mechanical Circuit Breaker Premium,Mechanical,2893.5,Net15,2023-08-19,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012212,V0387,Electrical Safety Helmet Kit,Electrical,1521.29,Net60,2023-12-25,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012213,V0323,Safety Hydraulic Pump Heavy Duty,Safety,49.55,Net60,2024-11-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012214,null,Mechanical Flow Meter,Mechanical,4187.39,Net60,2022-08-09,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012215,V0088,Safety Pneumatic Cylinder,Safety,223.23,Net30,2021-05-03,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012216,V0039,Structural Conveyor Belt Standard,Structural,1590.83,Net45,2022-04-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012217,V0388,Fluid Lubricant Standard,Fluid,262.17,Net15,2024-06-06,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012218,V0395,Instrumentation Flow Meter Premium,Instrumentation,1496.91,Net15,2021-01-02,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012219,V0376,Electrical Conveyor Belt,Electrical,1827.72,Net45,2023-04-23,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012220,V0149,Instrumentation Industrial Paint Heavy Duty,Instrumentation,4070.65,Net30,2022-01-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012221,V0496,Electrical Gearbox Kit,Electrical,2052.51,Net45,2022-03-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012222,V0214,Electrical PVC Pipe Kit,Electrical,2289.84,Net45,2021-09-15,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012223,V0322,Instrumentation Fasteners,Instrumentation,1989.89,Net45,2022-05-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012224,V0079,Structural Transformer Oil Kit,Structural,2743.59,Net15,2021-03-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012225,V0271,Electrical Gearbox Premium,Electrical,1163.19,Net60,2024-09-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012226,V0150,Instrumentation Copper Wire Heavy Duty,Instrumentation,756.79,Net60,2022-06-20,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012227,V0343,Safety Pneumatic Cylinder,Safety,231.54,Net30,2021-02-13,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012228,V0012,Structural Bearing,Structural,1627.9,Net30,2022-04-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012229,V0228,Structural Transformer Oil Kit,Structural,2793.75,Net45,2024-11-18,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012230,V0053,Safety Pneumatic Cylinder,Safety,219.7,Net45,2022-05-17,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012231,V0241,Fluid Bearing Premium,Fluid,937.57,Net15,2024-05-27,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012232,V0212,Electrical Conveyor Belt,Electrical,1766.68,Net30,2024-08-04,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012233,null,Fluid Control Panel Premium,Fluid,2157.07,Net15,2022-02-11,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012234,V0269,Mechanical Fasteners Premium,Mechanical,3509.83,Net60,2022-02-22,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012235,V0007,Safety Welding Rod Kit,Safety,291.83,Net45,2021-07-21,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
CON012236,V0318,Structural Valves Standard,Structural,3074.08,Net60,2024-10-05,2026-07-09T18:01:58.950Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,vendor_contracts
